reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r1924,p1924,Review content,rejected,0,The small world of the cerebral cortex
r1925,p1925,Review content,rejected,0,Random Walks for Image Segmentation
r1926,p1926,Review content,accepted,1,Challenges with graph interpretation: a review of the literature
r1927,p1927,Review content,accepted,1,Stability of multiagent systems with time-dependent communication links
r1928,p1928,Review content,rejected,0,Rigid graph control architectures for autonomous formations
r1929,p1929,Review content,accepted,1,Constructing free-energy approximations and generalized belief propagation algorithms
r1930,p1930,Review content,rejected,0,Frequency assignment: Theory and applications
r1931,p1931,Review content,accepted,1,Static scheduling algorithms for allocating directed task graphs to multiprocessors
r1932,p1932,Review content,accepted,1,Second-Order Consensus for Multiagent Systems With Directed Topologies and Nonlinear Dynamics
r1933,p1933,Review content,rejected,0,Shock Waves on the Highway
r1934,p1934,Review content,accepted,1,The rainbow connection of a graph is (at most) reciprocal to its minimum degree
r1935,p1935,Review content,rejected,0,Topological quantum chemistry
r1936,p1936,Review content,accepted,1,A Theory of Graphs
r1937,p1937,Review content,rejected,0,Modeling and control of formations of nonholonomic mobile robots
r1938,p1938,Review content,accepted,1,Spectral redemption in clustering sparse networks
r1939,p1939,Review content,accepted,1,"ergm: A Package to Fit, Simulate and Diagnose Exponential-Family Models for Networks."
r1940,p1940,Review content,accepted,1,Big Data Analysis with Signal Processing on Graphs: Representation and processing of massive data sets with irregular structure
r1941,p1941,Review content,accepted,1,KEGGgraph: a graph approach to KEGG PATHWAY in R and bioconductor
r1942,p1942,Review content,accepted,1,Introduction to Quantum Graphs
r1943,p1943,Review content,accepted,1,Kron Reduction of Graphs With Applications to Electrical Networks
r1944,p1944,Review content,accepted,1,A Theory of Network Localization
r1945,p1945,Review content,accepted,1,GRAPH LIMITS AND EXCHANGEABLE RANDOM GRAPHS
r1946,p1946,Review content,rejected,0,Graph-based Knowledge Representation - Computational Foundations of Conceptual Graphs
r1947,p1947,Review content,accepted,1,"Towards a Theory of Scale-Free Graphs: Definition, Properties, and Implications"
r1948,p1948,Review content,accepted,1,"Sharp thresholds of graph properties, and the -sat problem"
r1949,p1949,Review content,accepted,1,Mathematical Concepts in Organic Chemistry
r1950,p1950,Review content,accepted,1,Automatic segmentation of seven retinal layers in SDOCT images congruent with expert manual segmentation
r1951,p1951,Review content,accepted,1,A graph-theoretic approach to the method of global Lyapunov functions
r1952,p1952,Review content,rejected,0,Topological properties of hypercubes
r1953,p1953,Review content,accepted,1,Property testing and its connection to learning and approximation
r1954,p1954,Review content,accepted,1,Resistance distance
r1955,p1955,Review content,rejected,0,Renormalization in Quantum Field Theory and the Riemann–Hilbert Problem I: The Hopf Algebra Structure of Graphs and the Main Theorem
r1956,p1956,Review content,accepted,1,The average distances in random graphs with given expected degrees
r1957,p1957,Review content,accepted,1,Complex Graphs and Networks
r1958,p1958,Review content,accepted,1,An Improved Spectral Graph Partitioning Algorithm for Mapping Parallel Computations
r1959,p1959,Review content,accepted,1,A New Theory of Deadlock-Free Adaptive Routing in Wormhole Networks
r1960,p1960,Review content,accepted,1,Handbook of Combinatorics
r1961,p1961,Review content,accepted,1,Shock Graphs and Shape Matching
r1962,p1962,Review content,accepted,1,Topological index based on the ratios of geometrical and arithmetical means of end-vertex degrees of edges
r1963,p1963,Review content,accepted,1,Algebraic Approaches to Graph Transformation - Part I: Basic Concepts and Double Pushout Approach
r1964,p1964,Review content,accepted,1,Consensus Conditions of Multi-Agent Systems With Time-Varying Topologies and Stochastic Communication Noises
r1965,p1965,Review content,rejected,0,Graphical Models for Game Theory
r1966,p1966,Review content,rejected,0,Mathematics of networks
r1967,p1967,Review content,accepted,1,"The image foresting transform: theory, algorithms, and applications"
r1968,p1968,Review content,accepted,1,Applications of Combinatorial Matrix Theory to Laplacian Matrices of Graphs
r1969,p1969,Review content,accepted,1,Strategic Interaction and Networks
r1970,p1970,Review content,accepted,1,"Two’s company, three (or more) is a simplex"
r1971,p1971,Review content,accepted,1,On Communicating Finite-State Machines
r1972,p1972,Review content,rejected,0,Graph embedding: a general framework for dimensionality reduction
r1973,p1973,Review content,accepted,1,Entanglement in Graph States and its Applications
r1974,p1974,Review content,accepted,1,Combinatorial Algebraic Topology
r1975,p1975,Review content,accepted,1,A Contribution to the Theory of Chromatic Polynomials
r1976,p1976,Review content,accepted,1,"Towards a spectral theory of graphs based on the signless Laplacian, I"
r1977,p1977,Review content,accepted,1,Semi-supervised learning with graphs
r1978,p1978,Review content,rejected,0,"Protein-to-protein interactions: Technologies, databases, and algorithms"
r1979,p1979,Review content,accepted,1,Ramanujan Graphs
r1980,p1980,Review content,accepted,1,Statistical ranking and combinatorial Hodge theory
r1981,p1981,Review content,accepted,1,The topology of multidimensional potential energy surfaces: Theory and application to peptide structure and kinetics
r1982,p1982,Review content,accepted,1,Incidence matrices and interval graphs
r1983,p1983,Review content,accepted,1,Workshop on Algorithms and Models for the Web Graph
r1984,p1984,Review content,accepted,1,Differential and Integral Inequalities
r1985,p1985,Review content,accepted,1,Thermodynamic perturbation theory of polymerization
r1986,p1986,Review content,accepted,1,Every monotone graph property has a sharp threshold
r1987,p1987,Review content,accepted,1,Geometric Group Theory
r1988,p1988,Review content,accepted,1,Koszul duality for Operads
r1989,p1989,Review content,accepted,1,A Best Possible Heuristic for the k-Center Problem
r1990,p1990,Review content,rejected,0,On higher rank graph C ∗ -algebras
r1991,p1991,Review content,accepted,1,"Instantons on ALE spaces, quiver varieties, and Kac-Moody algebras"
r1992,p1992,Review content,rejected,0,First Course on Fuzzy Theory and Applications
r1993,p1993,Review content,rejected,0,Computational Invariant Theory
r1994,p1994,Review content,accepted,1,The Average Distance in a Random Graph with Given Expected Degrees
r1995,p1995,Review content,accepted,1,How to Draw a Graph
r1996,p1996,Review content,accepted,1,I-path analysis
r1997,p1997,Review content,accepted,1,"Sparsity - Graphs, Structures, and Algorithms"
r1998,p1998,Review content,accepted,1,A course on the Web graph
r1999,p1999,Review content,rejected,0,Network theory of microscopic and macroscopic behavior of master equation systems
r2000,p2000,Review content,accepted,1,The Cambridge Structural Database
r2001,p2001,Review content,rejected,0,The PRIDE database and related tools and resources in 2019: improving support for quantification data
r2002,p2002,Review content,accepted,1,"MIMIC-III, a freely accessible critical care database"
r2003,p2003,Review content,rejected,0,Database resources of the National Center for Biotechnology Information
r2004,p2004,Review content,accepted,1,DrugBank 5.0: a major update to the DrugBank database for 2018
r2005,p2005,Review content,accepted,1,"The STRING database in 2017: quality-controlled protein–protein association networks, made broadly accessible"
r2006,p2006,Review content,accepted,1,Introducing EzBioCloud: a taxonomically united database of 16S rRNA gene sequences and whole-genome assemblies
r2007,p2007,Review content,accepted,1,The Pfam protein families database: towards a more sustainable future
r2008,p2008,Review content,accepted,1,Pfam: the protein families database
r2009,p2009,Review content,accepted,1,The SILVA ribosomal RNA gene database project: improved data processing and web-based tools
r2010,p2010,Review content,accepted,1,The Molecular Signatures Database Hallmark Gene Set Collection
r2011,p2011,Review content,accepted,1,The Pfam protein families database in 2019
r2012,p2012,Review content,accepted,1,ImageNet: A large-scale hierarchical image database
r2013,p2013,Review content,accepted,1,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs.
r2014,p2014,Review content,accepted,1,The carbohydrate-active enzymes database (CAZy) in 2013
r2015,p2015,Review content,accepted,1,Places: A 10 Million Image Database for Scene Recognition
r2016,p2016,Review content,accepted,1,Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence database with phylotypes that represent uncultured species.
r2017,p2017,Review content,rejected,0,Pfam: The protein families database in 2021
r2018,p2018,Review content,accepted,1,"Reference sequence (RefSeq) database at NCBI: current status, taxonomic expansion, and functional annotation"
r2019,p2019,Review content,accepted,1,WordNet : an electronic lexical database
r2020,p2020,Review content,accepted,1,WordNet: A Lexical Database for English
r2021,p2021,Review content,rejected,0,GTDB-Tk: a toolkit to classify genomes with the Genome Taxonomy Database
r2022,p2022,Review content,accepted,1,HMDB 4.0: the human metabolome database for 2018
r2023,p2023,Review content,accepted,1,A global database of COVID-19 vaccinations
r2024,p2024,Review content,accepted,1,2016 update of the PRIDE database and its related tools
r2025,p2025,Review content,accepted,1,Labeled Faces in the Wild: A Database forStudying Face Recognition in Unconstrained Environments
r2026,p2026,Review content,accepted,1,CARD 2020: antibiotic resistome surveillance with the comprehensive antibiotic resistance database
r2027,p2027,Review content,accepted,1,The Cambridge Structural Database: a quarter of a million crystal structures and rising.
r2028,p2028,Review content,accepted,1,"Greengenes, a Chimera-Checked 16S rRNA Gene Database and Workbench Compatible with ARB"
r2029,p2029,Review content,accepted,1,CDD/SPARCLE: the conserved domain database in 2020
r2030,p2030,Review content,accepted,1,Freebase: a collaboratively created graph database for structuring human knowledge
r2031,p2031,Review content,accepted,1,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics
r2032,p2032,Review content,rejected,0,The Ribosomal Database Project: improved alignments and new tools for rRNA analysis
r2033,p2033,Review content,accepted,1,"DAVID: Database for Annotation, Visualization, and Integrated Discovery"
r2034,p2034,Review content,accepted,1,An improved method of constructing a database of monthly climate observations and associated high‐resolution grids
r2035,p2035,Review content,accepted,1,The ecoinvent database version 3 (part I): overview and methodology
r2036,p2036,Review content,accepted,1,The mnist database of handwritten digits
r2037,p2037,Review content,rejected,0,The InterPro protein families and domains database: 20 years on
r2038,p2038,Review content,accepted,1,Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search.
r2039,p2039,Review content,accepted,1,Ribosomal Database Project: data and tools for high throughput rRNA analysis
r2040,p2040,Review content,accepted,1,The Molecular Signatures Database (MSigDB) hallmark gene set collection.
r2041,p2041,Review content,accepted,1,"The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored"
r2042,p2042,Review content,accepted,1,Learning Deep Features for Scene Recognition using Places Database
r2043,p2043,Review content,accepted,1,SCOP: a structural classification of proteins database for the investigation of sequences and structures.
r2044,p2044,Review content,accepted,1,Molecular signatures database (MSigDB) 3.0
r2045,p2045,Review content,accepted,1,A fast quantum mechanical algorithm for database search
r2046,p2046,Review content,accepted,1,dbSNP: the NCBI database of genetic variation
r2047,p2047,Review content,rejected,0,The COG database: an updated version includes eukaryotes
r2048,p2048,Review content,accepted,1,Introduction to WordNet: An On-line Lexical Database
r2049,p2049,Review content,rejected,0,The Pfam protein families database
r2050,p2050,Review content,accepted,1,The HITRAN 2008 molecular spectroscopic database
r2051,p2051,Review content,accepted,1,"PlantCARE, a database of plant cis-acting regulatory elements and a portal to tools for in silico analysis of promoter sequences"
r2052,p2052,Review content,accepted,1,CDD: NCBI's conserved domain database
r2053,p2053,Review content,accepted,1,HMDB: A large video database for human motion recognition
r2054,p2054,Review content,accepted,1,Fundamentals of Database Systems
r2055,p2055,Review content,accepted,1,The COG database: a tool for genome-scale analysis of protein functions and evolution
r2056,p2056,Review content,accepted,1,TCMSP: a database of systems pharmacology for drug discovery from herbal medicines
r2057,p2057,Review content,accepted,1,"Repbase Update, a database of repetitive elements in eukaryotic genomes"
r2058,p2058,Review content,accepted,1,LabelMe: A Database and Web-Based Tool for Image Annotation
r2059,p2059,Review content,accepted,1,"NCBI reference sequences (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins"
r2060,p2060,Review content,rejected,0,CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database
r2061,p2061,Review content,accepted,1,miRDB: an online database for prediction of functional microRNA targets
r2062,p2062,Review content,accepted,1,IPD-IMGT/HLA Database
r2063,p2063,Review content,accepted,1,SUN database: Large-scale scene recognition from abbey to zoo
r2064,p2064,Review content,accepted,1,The AR face database
r2065,p2065,Review content,rejected,0,The ChEMBL database in 2017
r2066,p2066,Review content,accepted,1,Human Protein Reference Database—2009 update
r2067,p2067,Review content,accepted,1,DEAP: A Database for Emotion Analysis ;Using Physiological Signals
r2068,p2068,Review content,accepted,1,CDD: a Conserved Domain Database for the functional annotation of proteins
r2069,p2069,Review content,rejected,0,Plant cis-acting regulatory DNA elements (PLACE) database: 1999
r2070,p2070,Review content,accepted,1,"Repbase Update, a database of eukaryotic repetitive elements"
r2071,p2071,Review content,accepted,1,ChEMBL: a large-scale bioactivity database for drug discovery
r2072,p2072,Review content,accepted,1,New tools in comparative political economy : the database of political institutions
r2073,p2073,Review content,accepted,1,The impact of the MIT-BIH Arrhythmia Database
r2074,p2074,Review content,accepted,1,The HITRAN2012 molecular spectroscopic database
r2075,p2075,Review content,accepted,1,Protein backbone angle restraints from searching a database for chemical shift and sequence homology
r2076,p2076,Review content,rejected,0,The Immune Epitope Database (IEDB): 2018 update
r2077,p2077,Review content,rejected,0,Database resources of the National Center for Biotechnology Information: update
r2078,p2078,Review content,accepted,1,The BioGRID interaction database: 2019 update
r2079,p2079,Review content,accepted,1,Comprehensive database for facial expression analysis
r2080,p2080,Review content,accepted,1,The Standardized World Income Inequality Database
r2081,p2081,Review content,accepted,1,A Database and Evaluation Methodology for Optical Flow
r2082,p2082,Review content,accepted,1,ONCOMINE: a cancer microarray database and integrated data-mining platform.
r2083,p2083,Review content,rejected,0,The Cambridge Structural Database in retrospect and prospect.
r2084,p2084,Review content,accepted,1,The MNIST Database of Handwritten Digit Images for Machine Learning Research [Best of the Web]
r2085,p2085,Review content,accepted,1,"The eICU Collaborative Research Database, a freely available multi-center database for critical care research"
r2086,p2086,Review content,accepted,1,The Comparative Toxicogenomics Database: update 2019
r2087,p2087,Review content,accepted,1,IEMOCAP: interactive emotional dyadic motion capture database
r2088,p2088,Review content,rejected,0,HMDB 3.0—The Human Metabolome Database in 2013
r2089,p2089,Review content,accepted,1,MODOMICS: a database of RNA modification pathways. 2017 update
r2090,p2090,Review content,accepted,1,The IPD and IMGT/HLA database: allele variant databases
r2091,p2091,Review content,accepted,1,The Pfam protein families database
r2092,p2092,Review content,rejected,0,APD3: the antimicrobial peptide database as a tool for research and education
r2093,p2093,Review content,accepted,1,GENEVESTIGATOR. Arabidopsis Microarray Database and Analysis Toolbox1[w]
r2094,p2094,Review content,accepted,1,The FERET database and evaluation procedure for face-recognition algorithms
r2095,p2095,Review content,accepted,1,"The MEROPS database of proteolytic enzymes, their substrates and inhibitors in 2017 and a comparison with peptidases in the PANTHER database"
r2096,p2096,Review content,rejected,0,TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions
r2097,p2097,Review content,accepted,1,The Gene Expression Omnibus Database
r2098,p2098,Review content,accepted,1,"Image database TID2013: Peculiarities, results and perspectives"
r2099,p2099,Review content,accepted,1,A New Database on Financial Development and Structure
r2100,p2100,Review content,accepted,1,Presentation and validation of the Radboud Faces Database
r2101,p2101,Review content,accepted,1,The InterPro protein families database: the classification resource after 15 years
r2102,p2102,Review content,accepted,1,The BioGRID interaction database: 2017 update
r2103,p2103,Review content,accepted,1,The Comprehensive Antibiotic Resistance Database
r2104,p2104,Review content,accepted,1,"Federated database systems for managing distributed, heterogeneous, and autonomous databases"
r2105,p2105,Review content,accepted,1,ZINC - A Free Database of Commercially Available Compounds for Virtual Screening
r2106,p2106,Review content,rejected,0,The ChEMBL bioactivity database: an update
r2107,p2107,Review content,rejected,0,The CELEX Lexical Database (CD-ROM)
r2108,p2108,Review content,accepted,1,Development of a global land cover characteristics database and IGBP DISCover from 1 km AVHRR data
r2109,p2109,Review content,accepted,1,FaceWarehouse: A 3D Facial Expression Database for Visual Computing
r2110,p2110,Review content,accepted,1,Mouse Genome Database (MGD) 2019
r2111,p2111,Review content,accepted,1,Reactome graph database: Efficient access to complex pathway data
r2112,p2112,Review content,rejected,0,FRED-MD: A Monthly Database for Macroeconomic Research
r2113,p2113,Review content,rejected,0,Principles of Distributed Database Systems
r2114,p2114,Review content,accepted,1,Using the National Cancer Database for Outcomes Research: A Review
r2115,p2115,Review content,accepted,1,The MetaCyc database of metabolic pathways and enzymes
r2116,p2116,Review content,accepted,1,The Comparative Toxicogenomics Database: update 2017
r2117,p2117,Review content,accepted,1,PhenoScanner: a database of human genotype–phenotype associations
r2118,p2118,Review content,accepted,1,Rfam 12.0: updates to the RNA families database
r2119,p2119,Review content,accepted,1,The SIDER database of drugs and side effects
r2120,p2120,Review content,accepted,1,The BioGRID interaction database: 2015 update
r2121,p2121,Review content,rejected,0,Optimal database combinations for literature searches in systematic reviews: a prospective exploratory study
r2122,p2122,Review content,accepted,1,The Lung Image Database Consortium (LIDC) and Image Database Resource Initiative (IDRI): a completed reference database of lung nodules on CT scans.
r2123,p2123,Review content,accepted,1,circBase: a database for circular RNAs
r2124,p2124,Review content,accepted,1,The Database of Interacting Proteins: 2004 update
r2125,p2125,Review content,accepted,1,The immune epitope database (IEDB) 3.0
r2126,p2126,Review content,accepted,1,HMDB: the Human Metabolome Database
r2127,p2127,Review content,accepted,1,SYFPEITHI: database for MHC ligands and peptide motifs
r2128,p2128,Review content,accepted,1,Spanner: Google's Globally-Distributed Database
r2129,p2129,Review content,accepted,1,A Database for Handwritten Text Recognition Research
r2130,p2130,Review content,accepted,1,Database Resources of the National Center for Biotechnology Information
r2131,p2131,Review content,accepted,1,Systemic Banking Crises Database
r2132,p2132,Review content,accepted,1,The Open Quantum Materials Database (OQMD): assessing the accuracy of DFT formation energies
r2133,p2133,Review content,accepted,1,Tmbase-A database of membrane spanning protein segments
r2134,p2134,Review content,accepted,1,The SWISS-PROT protein sequence database and its supplement TrEMBL in 2000
r2135,p2135,Review content,rejected,0,Universal database search tool for proteomics
r2136,p2136,Review content,accepted,1,A database of German emotional speech
r2137,p2137,Review content,accepted,1,"The CMU Pose, Illumination, and Expression Database"
r2138,p2138,Review content,rejected,0,TRY – a global database of plant traits
r2139,p2139,Review content,accepted,1,"MEROPS: the database of proteolytic enzymes, their substrates and inhibitors"
r2140,p2140,Review content,accepted,1,"Development and validation of a global database of lakes, reservoirs and wetlands"
r2141,p2141,Review content,accepted,1,Genevestigator V3: A Reference Expression Database for the Meta-Analysis of Transcriptomes
r2142,p2142,Review content,accepted,1,The UCSC Genome Browser Database
r2143,p2143,Review content,accepted,1,2016 update of the PRIDE database and its related tools
r2144,p2144,Review content,accepted,1,The Transporter Classification Database (TCDB): recent advances
r2145,p2145,Review content,accepted,1,Saccharomyces Genome Database: the genomics resource of budding yeast
r2146,p2146,Review content,accepted,1,The UCSC Genome Browser database: 2015 update
r2147,p2147,Review content,accepted,1,An Overview of the Global Historical Climatology Network-Daily Database
r2148,p2148,Review content,rejected,0,Data Mining: An Overview from a Database Perspective
r2149,p2149,Review content,accepted,1,An Overview of the China Meteorological Administration Tropical Cyclone Database
r2150,p2150,Review content,accepted,1,Comet: An open‐source MS/MS sequence database search tool
r2151,p2151,Review content,accepted,1,Database resources of the National Center for Biotechnology Information
r2152,p2152,Review content,accepted,1,The Dartmouth Stellar Evolution Database
r2153,p2153,Review content,rejected,0,Notes on CEPII’s Distances Measures: The GeoDist Database
r2154,p2154,Review content,accepted,1,NGA-West2 Database
r2155,p2155,Review content,accepted,1,PPDB: The Paraphrase Database
r2156,p2156,Review content,accepted,1,The PLANTS Database
r2157,p2157,Review content,accepted,1,The MetaCyc database of metabolic pathways and enzymes and the BioCyc collection of pathway/genome databases
r2158,p2158,Review content,rejected,0,"PATRIC, the bacterial bioinformatics database and analysis resource"
r2159,p2159,Review content,accepted,1,The Proteomics Identifications (PRIDE) database and associated tools: status in 2013
r2160,p2160,Review content,accepted,1,New software for searching the Cambridge Structural Database and visualizing crystal structures.
r2161,p2161,Review content,accepted,1,FEEDBACK ON A PUBLICLY DISTRIBUTED IMAGE DATABASE: THE MESSIDOR DATABASE
r2162,p2162,Review content,accepted,1,Gene Ontology Consortium: The Gene Ontology (GO) database and informatics resource
r2163,p2163,Review content,accepted,1,CHIANTI - an atomic database for emission lines - I. Wavelengths greater than 50 Å
r2164,p2164,Review content,accepted,1,A Multimodal Database for Affect Recognition and Implicit Tagging
r2165,p2165,Review content,rejected,0,"The CMU Pose, Illumination, and Expression (PIE) database"
r2166,p2166,Review content,accepted,1,Principles of database and knowledge- base systems
r2167,p2167,Review content,rejected,0,Systemic Banking Crises: A New Database
r2168,p2168,Review content,accepted,1,Biological control of insect pests by insect parasitoids and predators: the BIOCAT database.
r2169,p2169,Review content,accepted,1,PH2 - A dermoscopic image database for research and benchmarking
r2170,p2170,Review content,accepted,1,Development of a 2001 National land-cover database for the United States
r2171,p2171,Review content,rejected,0,Atlantic Hurricane Database Uncertainty and Presentation of a New Database Format
r2172,p2172,Review content,accepted,1,The UCSC Genome Browser database: 2014 update
r2173,p2173,Review content,accepted,1,The Gene Ontology (GO) database and informatics resource
r2174,p2174,Review content,accepted,1,InterPro: the integrative protein signature database
r2175,p2175,Review content,accepted,1,JASPAR: an open-access database for eukaryotic transcription factor binding profiles
r2176,p2176,Review content,accepted,1,The sketchy database
r2177,p2177,Review content,accepted,1,"DIP, the Database of Interacting Proteins: a research tool for studying cellular networks of protein interactions"
r2178,p2178,Review content,accepted,1,High Resolution XPS of Organic Polymers: The Scienta ESCA300 Database
r2179,p2179,Review content,accepted,1,"Reactome: a database of reactions, pathways and biological processes"
r2180,p2180,Review content,accepted,1,Storing and querying ordered XML using a relational database system
r2181,p2181,Review content,accepted,1,Systematic meta-analyses of Alzheimer disease genetic association studies: the AlzGene database
r2182,p2182,Review content,accepted,1,A comparative analysis of methodologies for database schema integration
r2183,p2183,Review content,rejected,0,MEROPS: the peptidase database
r2184,p2184,Review content,accepted,1,Basis Set Exchange: A Community Database for Computational Sciences
r2185,p2185,Review content,accepted,1,Mouse Genome Database (MGD)-2017: community knowledge resource for the laboratory mouse
r2186,p2186,Review content,accepted,1,Measuring Financial Inclusion: The Global Findex Database
r2187,p2187,Review content,accepted,1,Systemic Banking Crises Database: An Update
r2188,p2188,Review content,rejected,0,The UCSC Genome Browser Database: update 2006
r2189,p2189,Review content,accepted,1,The COG database: new developments in phylogenetic classification of proteins from complete genomes
r2190,p2190,Review content,accepted,1,"NCBI Reference Sequence (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins"
r2191,p2191,Review content,rejected,0,Access path selection in a relational database management system
r2192,p2192,Review content,accepted,1,The Cochrane Database of Systematic Reviews
r2193,p2193,Review content,accepted,1,The Dfam database of repetitive DNA families
r2194,p2194,Review content,accepted,1,Mouse Genome Database (MGD)-2018: knowledgebase for the laboratory mouse
r2195,p2195,Review content,accepted,1,The UCSC Genome Browser database: update 2011
r2196,p2196,Review content,accepted,1,Survey of graph database models
r2197,p2197,Review content,accepted,1,World Database on Protected Areas (WDPA)
r2198,p2198,Review content,accepted,1,PID: the Pathway Interaction Database
r2199,p2199,Review content,accepted,1,The BioGRID interaction database: 2013 update
r2200,p2200,Review content,rejected,0,World Database on Protected Areas (WDPA)
r2201,p2201,Review content,rejected,0,PID: the Pathway Interaction Database
r2202,p2202,Review content,accepted,1,The BioGRID interaction database: 2013 update
r2203,p2203,Review content,rejected,0,STRING: a database of predicted functional associations between proteins
r2204,p2204,Review content,accepted,1,A major upgrade of the VALD database
r2205,p2205,Review content,accepted,1,Rice Annotation Project Database (RAP-DB): An Integrative and Interactive Database for Rice Genomics
r2206,p2206,Review content,accepted,1,RegNetwork: an integrated database of transcriptional and post-transcriptional regulatory networks in human and mouse
r2207,p2207,Review content,rejected,0,"HITEMP, the high-temperature molecular spectroscopic database"
r2208,p2208,Review content,rejected,0,MRC Psycholinguistic Database
r2209,p2209,Review content,accepted,1,METLIN: A Metabolite Mass Spectral Database
r2210,p2210,Review content,accepted,1,Introduction to Database Systems
r2211,p2211,Review content,accepted,1,IT’IS Database for Thermal and Electromagnetic Parameters of Biological Tissues
r2212,p2212,Review content,accepted,1,"Human genetic variation database, a reference database of genetic variations in the Japanese population"
r2213,p2213,Review content,accepted,1,OPM database and PPM web server: resources for positioning of proteins in membranes
r2214,p2214,Review content,accepted,1,AVA: A large-scale database for aesthetic visual analysis
r2215,p2215,Review content,accepted,1,FEEDBACK ON A PUBLICLY DISTRIBUTED IMAGE DATABASE: THE MESSIDOR DATABASE
r2216,p2216,Review content,accepted,1,Database: The Journal of Biological Databases and Curation
r2217,p2217,Review content,accepted,1,MODOMICS: a database of RNA modification pathways—2013 update
r2218,p2218,Review content,accepted,1,The IntAct molecular interaction database in 2012
r2219,p2219,Review content,accepted,1,Phenol-Explorer 3.0: a major update of the Phenol-Explorer database to incorporate data on the effects of food processing on polyphenol content
r2220,p2220,Review content,accepted,1,A 3D facial expression database for facial behavior research
r2221,p2221,Review content,accepted,1,Identification of protein coding regions by database similarity search
r2222,p2222,Review content,accepted,1,The Ensembl genome database project
r2223,p2223,Review content,accepted,1,XM2VTSDB: The Extended M2VTS Database
r2224,p2224,Review content,accepted,1,Human Gene Mutation Database (HGMD®): 2003 update
r2225,p2225,Review content,accepted,1,ATtRACT—a database of RNA-binding proteins and associated motifs
r2226,p2226,Review content,rejected,0,HPIDB 2.0: a curated database for host–pathogen interactions
r2227,p2227,Review content,accepted,1,"The Reticular Chemistry Structure Resource (RCSR) database of, and symbols for, crystal nets."
r2228,p2228,Review content,rejected,0,The UCSC Genome Browser database: extensions and updates 2013
r2229,p2229,Review content,accepted,1,Database Mining: A Performance Perspective
r2230,p2230,Review content,rejected,0,The NCBI Taxonomy database
r2231,p2231,Review content,accepted,1,InterPro in 2011: new developments in the family and domain prediction database
r2232,p2232,Review content,accepted,1,Cloud-Screening and Quality Control Algorithms for the AERONET Database
r2233,p2233,Review content,accepted,1,The RDP-II (Ribosomal Database Project)
r2234,p2234,Review content,accepted,1,NCBI GEO: mining tens of millions of expression profiles—database and tools update
r2235,p2235,Review content,accepted,1,The ConsensusPathDB interaction database: 2013 update
r2236,p2236,Review content,accepted,1,A face antispoofing database with diverse attacks
r2237,p2237,Review content,accepted,1,PROGgeneV2: enhancements on the existing database
r2238,p2238,Review content,accepted,1,Systemic Banking Crises Database II
r2239,p2239,Review content,accepted,1,Rfam: an RNA family database
r2240,p2240,Review content,accepted,1,Validation of the national health insurance research database with ischemic stroke cases in Taiwan
r2241,p2241,Review content,rejected,0,"NoSQL Database: New Era of Databases for Big data Analytics - Classification, Characteristics and Comparison"
r2242,p2242,Review content,accepted,1,Completion of the 2001 National Land Cover Database for the conterminous United States
r2243,p2243,Review content,accepted,1,"The PROSITE database, its status in 1997"
r2244,p2244,Review content,accepted,1,Executing SQL over encrypted data in the database-service-provider model
r2245,p2245,Review content,rejected,0,The notions of consistency and predicate locks in a database system
r2246,p2246,Review content,accepted,1,EpiFactors: a comprehensive database of human epigenetic factors and complexes
r2247,p2247,Review content,accepted,1,Database Systems: The Complete Book
r2248,p2248,Review content,accepted,1,A New Database on the Structure and Development of the Financial Sector
r2249,p2249,Review content,accepted,1,Database Management Systems
r2250,p2250,Review content,rejected,0,BindingDB: a web-accessible database of experimentally determined protein–ligand binding affinities
r2251,p2251,Review content,rejected,0,The Transporter Classification Database
r2252,p2252,Review content,accepted,1,The World Ocean Database
r2253,p2253,Review content,accepted,1,"MINT, the molecular interaction database: 2012 update"
r2254,p2254,Review content,accepted,1,The UCSC Genome Browser database: extensions and updates 2011
r2255,p2255,Review content,rejected,0,"The PROSITE database, its status in 2002"
r2256,p2256,Review content,rejected,0,NCBI’s Database of Genotypes and Phenotypes: dbGaP
r2257,p2257,Review content,rejected,0,Database of homology‐derived protein structures and the structural meaning of sequence alignment
r2258,p2258,Review content,accepted,1,Database
r2259,p2259,Review content,accepted,1,A New Database of Financial Reforms
r2260,p2260,Review content,accepted,1,The BioGRID Interaction Database: 2011 update
r2261,p2261,Review content,accepted,1,TID2008 – A database for evaluation of full-reference visual quality assessment metrics
r2262,p2262,Review content,accepted,1,A gene expression database for the molecular pharmacology of cancer
r2263,p2263,Review content,accepted,1,MINT: the Molecular INTeraction database
r2264,p2264,Review content,rejected,0,Unit selection in a concatenative speech synthesis system using a large speech database
