authorId,authorUrl,authorName
a4952,48952894,M. Petti
a4953,3006953,L. Astolfi
a4954,47097245,P. Paci
a4955,2978966,F. Castiglione
a4956,2176551,Andre Lamurias
a4957,1721340,F. Couto
a4958,143628071,T. Attwood
a4959,29308880,S. Blackford
a4960,2094265,Michelle D. Brazas
a4961,153227304,Angela Davies
a4962,1403081263,Alejandra Escobar-Zepeda
a4963,1429727036,Arturo Vera-Ponce de León
a4964,1398300347,A. Sánchez-Flores
a4965,46659335,Lipo Wang
a4966,2144276151,Yaoli Wang
a4967,2054389686,Qing Chang
a4968,3133264,T. Tatarinova
a4969,50132912,Ming Chen
a4970,31833165,Y. Orlov
a4971,35795893,N. Mulder
a4972,145481478,R. Schwartz
a4973,1716749,C. Brooksbank
a4974,2070163,B. Gaëta
a4975,35099623,S. Morgan
a4976,1928845,M. Pauley
a4977,2067761,A. Rosenwald
a4978,2504694,G. Rustici
a4979,2251039,M. Sierk
a4980,1690167,T. Warnow
a4981,1720872,L. Welch
a4982,7488553,S. Anslan
a4983,49841635,M. Bahram
a4984,32469319,Indrek Hiiesalu
a4985,3025949,L. Tedersoo
a4986,5963600,A. Kinghorn
a4987,31860032,Lewis A Fraser
a4988,5966078,S. Liang
a4989,40466645,Simon Chi-Chin Shiu
a4990,3062082,Po-E Li
a4991,36218081,C. Lo
a4992,2110846200,Joseph J. Anderson
a4993,4991650,K. Davenport
a4994,2118039622,Yan Xu
a4995,2109249090,Sanaa A. Ahmed
a4996,2113511045,Shihai Feng
a4997,1903962,V. Mokashi
a4998,46951632,P. Chain
a4999,82157487,E. Adebiyi
a5000,49552676,R. Alami
a5001,3036615,A. Benkahla
a5002,4338261,J. Brandful
a5003,46310199,S. Doumbia
a5004,3091648,D. Everett
a5005,4699906,Faisal M. Fadlelmola
a5006,153879218,F. Gaboun
a5007,6235024,S. Gaseitsiwe
a5008,50458948,H. Ghazal
a5009,3295785,S. Hazelhurst
a5010,1777821,Winston A Hide
a5011,2308149,A. Ibrahimi
a5012,1403837173,Yasmina Jaufeerally Fakim
a5013,144289001,C. Jongeneel
a5014,144383322,F. Joubert
a5015,2258626,S. Kassim
a5016,49939131,J. Kayondo
a5017,2992016,Judit Kumuthini
a5018,7230991,S. Lyantagaye
a5019,6150496,J. Makani
a5020,1403837169,Ahmed Mansour Alzohairy
a5021,1937423,D. Masiga
a5022,144050363,A. Moussa
a5023,4821617,O. Nash
a5024,1398894870,O. Ouwe Missi Oukem-Boyer
a5025,1380432370,E. Owusu-Dabo
a5026,3203858,Sumir Panji
a5027,2159798,H. Patterton
a5028,13367720,F. Radouani
a5029,3747520,K. Sadki
a5030,5590516,F. Seghrouchni
a5031,48384782,Özlem Tastan Bishop
a5032,50429810,N. Tiffin
a5033,7966851,Nzovu K Ulenga
a5034,114543091,R. R. María
a5035,113712593,C. J. Arturo
a5036,113750565,J. Alicia
a5037,114396408,M. G. Paulina
a5038,113657247,Aparicio‐Ozores Gerardo
a5039,1382173699,Olivier B. Poirion
a5040,145507909,Xun Zhu
a5041,5926615,T. Ching
a5042,65975586,L. Garmire
a5043,1780462,A. Oulas
a5044,48345913,G. Minadakis
a5045,3140011,M. Zachariou
a5046,10793623,K. Sokratous
a5047,1913912,M. Bourdakou
a5048,49119796,G. Spyrou
a5049,8014038,Melissa A. Wilson Sayres
a5050,2053214507,Charles Hauser
a5051,3494768,S. Robic
a5052,153580525,Todd M Smith
a5053,144591473,E. Triplett
a5054,2111787413,Jason J. Williams
a5055,2715017,E. Dinsdale
a5056,2059495077,W. Morgan
a5057,31855204,J. Burnette
a5058,48817101,S. Donovan
a5059,32635146,Jennifer C. Drew
a5060,4711288,S. Elgin
a5061,49797279,E. Fowlks
a5062,1399276780,S. Galindo-Gonzalez
a5063,48859655,Anya L. Goodman
a5064,145354026,N. Grandgenett
a5065,4090020,Carlos C. Goller
a5066,1927861,J. Jungck
a5067,47213204,J. Newman
a5068,143668037,William R. Pearson
a5069,40318131,E. Ryder
a5070,1403012838,R. Tosado-Acevedo
a5071,3829829,W. Tapprich
a5072,35461301,T. Tobin
a5073,1414742041,Arlín Toro-Martínez
a5074,32164350,R. Wright
a5075,46227024,David Ebenbach
a5076,10143584,Kimberly C. Olney
a5077,27836562,M. McWilliams
a5078,2373411,R. Bao
a5079,2109138469,Lei Huang
a5080,143873705,J. Andrade
a5081,2070760527,W. Tan
a5082,3052644,W. Kibbe
a5083,48579388,Hongmei Jiang
a5084,2069965581,Gang Feng
a5085,2114010769,Runxin Guo
a5086,2143935919,Yi Zhao
a5087,37413468,X. Fang
a5088,2077528064,Shaoliang Peng
a5089,1976568,X. Xia
a5090,17288947,Kim T. Gurwitz
a5091,36675360,S. Aron
a5092,12716368,Suresh Maslamoney
a5093,144352663,Pedro L. Fernandes
a5094,34879350,D. P. Judge
a5095,2079223,Amel Ghouila
a5096,3427582,Jean-Baka Domelevo Entfellner
a5097,6913031,F. Guerfali
a5098,2069882503,Colleen Saunders
a5099,2274946,A. Alzohairy
a5100,49758517,S. P. Salifu
a5101,117826331,Rehab Ahmed
a5102,145397182,R. Cloete
a5103,6382404,D. Ssemwanga
a5104,37107668,H. Consortium
a5105,6564593,Ziqi Tao
a5106,2058459677,Aimin Shi
a5107,2150924905,Rui Li
a5108,2108941558,Yiqiu Wang
a5109,2153687804,Xin Wang
a5110,None,Jing Zhao
a5111,2449132,Jochen Singer
a5112,49169522,A. Irmisch
a5113,47271346,Hans-Joachim Ruscheweyh
a5114,35366071,F. Singer
a5115,2623567,Nora C. Toussaint
a5116,35573044,M. Levesque
a5117,152472336,Charles E. Cook
a5118,32871321,M. Bergman
a5119,46699896,R. Finn
a5120,145077545,G. Cochrane
a5121,1702103,E. Birney
a5122,2052302805,Neha Kulkarni
a5123,51479044,L. Alessandri
a5124,9767777,R. Panero
a5125,2594665,M. Arigoni
a5126,2151408,M. Olivero
a5127,2234302,F. Cordero
a5128,1707561,M. Beccuti
a5129,2772280,R. Calogero
a5130,2572519,S. Baichoo
a5131,1617888192,Yassine Souilmi
a5132,145347621,G. Botha
a5133,2442056,Ayton Meintjes
a5134,4078709,Hocine Bendou
a5135,51977931,Eugene de Beste
a5136,2291316,P. T. Mpangase
a5137,49373371,Oussema Souiai
a5138,51995169,Mustafa Alghali
a5139,2113297388,Long Yi
a5140,2080433478,Brian D. O'Connor
a5141,144361904,M. Crusoe
a5142,41203548,D. Armstrong
a5143,34608773,Azza E. Ahmed
a5144,2567413,M. Mbiyavanga
a5145,8647566,P. Heusden
a5146,10674193,Lerato E. Magosi
a5147,51983872,Jennie Zermeno
a5148,143607826,L. S. Mainzer
a5149,6862351,S. Hiraoka
a5150,6632126,Ching-chia Yang
a5151,2604009,W. Iwasaki
a5152,40322828,Arlín Toro
a5153,6356724,Sarah K. Wooller
a5154,1401918648,Graeme Benstead-Hume
a5155,2143736877,Xiangrong Chen
a5156,152552413,Y. Ali
a5157,37671591,F. Pearl
a5158,1769496,E. Rouchka
a5159,2044958,J. Chariker
a5160,5847964,D. Tieri
a5161,1603532623,J. Park
a5162,4557442,Shreedharkumar D. Rajurkar
a5163,2118839061,Vikas Singh
a5164,1732360,N. Verma
a5165,144147312,Y. Cui
a5166,1731235,M. Farman
a5167,40397014,Bradford Condon
a5168,145983165,N. Moore
a5169,1715364,J. Jaromczyk
a5170,1727118,Jolanta Jaromczyk
a5171,2075342770,Daniel R. Harris
a5172,1680181,P. Calie
a5173,27015487,Eun Kyong Shin
a5174,143999416,R. Davis
a5175,1398105314,Arash Shaban-Nejad
a5176,26945500,Joshua M. Mitchell
a5177,1802141,R. Flight
a5178,2145464371,Qing Jun Wang
a5179,1916708,R. Higashi
a5180,40170120,T. Fan
a5181,34709764,A. Lane
a5182,145463656,H. Moseley
a5183,47684460,Liangqun Lu
a5184,2047694002,B. Daigle
a5185,2145308713,Xi Chen
a5186,9718741,Andrey Smelter
a5187,2146028325,Li Chen
a5188,1620874789,Bailey K. Phan
a5189,1620875563,Nathaniel J. Serpico
a5190,15659639,Ethan G. Toney
a5191,116926888,Caroline Melton
a5192,48247240,J. Mandel
a5193,2149052662,Hao Chen
a5194,21757542,Kazi I. Zaman
a5195,2064660,R. Homayouni
a5196,39960997,P. Trainor
a5197,31691175,Samantha M. Carlisle
a5198,8484176,A. DeFilippis
a5199,39410750,S. Rai
a5200,1751504,A. Boulesteix
a5201,3284622,Silke Janitza
a5202,48740962,J. Kruppa
a5203,1825863,I. König
a5204,35213961,Gavin R. Oliver
a5205,2908122,S. Hart
a5206,2216813,E. Klee
a5207,1749801,Andreas Holzinger
a5208,1976557,I. Jurisica
a5209,2091643,R. Barrero
a5210,8795508,K. Napier
a5211,4016735,J. Cunnington
a5212,5992312,L. Liefting
a5213,27014615,S. Keenan
a5214,34958903,R. Frampton
a5215,2059183156,T. Szabó
a5216,5554144,S. Bulman
a5217,48974747,A. Hunter
a5218,39171620,L. Ward
a5219,8788497,M. Whattam
a5220,69490533,M. Bellgard
a5221,67179990,M. Frankfurter
a5222,1941802,W. Wasserman
a5223,3275066,A. Sandelin
a5224,2053381189,Antonio Mora
a5225,49687105,G. K. Sandve
a5226,2420039,O. Gabrielsen
a5227,50489424,R. Eskeland
a5228,49165680,Ranjit Kumar
a5229,6409389,P. Eipers
a5230,2059698224,Michael R. Crowley
a5231,2388137,D. Crossman
a5232,2192248,E. Lefkowitz
a5233,2564748,C. Morrow
a5234,2353154,H. Kashyap
a5235,2315045,H. A. Ahmed
a5236,2176610,N. Hoque
a5237,38217938,Swarup Roy
a5238,50573679,D. Bhattacharyya
a5239,2032358,Cen Wu
a5240,144072412,Shuangge Ma
a5241,80406273,Tao Wang
a5242,2082467,Guanghua Xiao
a5243,34437375,Yongjun Chu
a5244,145332758,Michael Q. Zhang
a5245,3117142,D. Corey
a5246,145668114,Yang Xie
a5247,144858116,J. Ison
a5248,1877146,Matúš Kalaš
a5249,10117510,I. Jonassen
a5250,2834800,D. Bolser
a5251,143970570,J. Malone
a5252,1721950,S. Pettifer
a5253,31335013,P. Rice
a5254,144750072,J. Wren
a5255,2104940,C. Greene
a5256,145745139,J. Tan
a5257,32404714,M. Ung
a5258,2108563310,J. H. Moore
a5259,2109916349,Chao Cheng
a5260,1755594,F. Lewitter
a5261,1693041,P. Radivojac
a5262,1779929,A. Lagunin
a5263,19172929,R. Goel
a5264,2893244,D. Gawande
a5265,19389199,Priynka Pahwa
a5266,40460037,T. Gloriozova
a5267,31666378,A. Dmitriev
a5268,153844845,S. Ivanov
a5269,153071426,Anastassia V. Rudik
a5270,11597868,V. Konova
a5271,11974306,P. Pogodin
a5272,2320418,D. Druzhilovsky
a5273,1805456,V. Poroikov
a5274,35584126,Käthe M. Dahlström
a5275,2056261955,Peiqin Gu
a5276,1729778,Huajun Chen
a5277,1404291011,E. Bongcam-Rudloff
a5278,3039215,Manuel Corpas
a5279,1873696,P. Gaudet
a5280,8641923,P. Palagi
a5281,2396335,C. W. Gelder
a5282,2126947,E. Afgan
a5283,35896013,Clare Sloggett
a5284,2776237,N. Goonasekera
a5285,2268495,I. Makunin
a5286,49437249,Derek Benson
a5287,2074836467,Mark Crowe
a5288,6110690,Simon L. Gladman
a5289,2052832,Y. Kowsar
a5290,3374905,Michael Pheasant
a5291,2058935368,Ron Horst
a5292,2407989,A. Lonie
a5293,2108184717,Xu-Bin Li
a5294,2116484097,Wen-Rui Jiang
a5295,144906697,Ziyu Lin
a5296,2108694412,Gui-Lin Li
a5297,32811782,Ke Chen
a5298,1868922,Zhi-qiang Zeng
a5299,2108701882,Hua Shi
a5300,2108408362,Yun Wu
a5301,2955589,Zhiling Hong
a5302,3102236,T. Karikari
a5303,8313633,Ö. T. Bishop
a5304,2415782,K. Ghedira
a5305,2221017,Alejandra J. Magana
a5306,4262394,M. Taleyarkhan
a5307,40369893,D. Alvarado
a5308,2054360255,Michael Kane
a5309,3158825,John A. Springer
a5310,6825527,K. Clase
a5311,34569504,M. D. Souto
a5312,1737203,M. Kann
a5313,2940289,E. Giannoulatou
a5314,2453278,D. Humphreys
a5315,144003410,J. Ho
a5316,1791105,Yanjun Qi
a5317,47664870,A. Roth
a5318,2397652,Z. Weinberg
a5319,5299019,Andy G. Y. Chen
a5320,36698547,P. B. Kim
a5321,34698488,T. Ames
a5322,2246735,R. Breaker
a5323,2453279,M. Marz
a5324,32170898,C. Drosten
a5325,2905204,M. Fricke
a5326,1697754,D. Frishman
a5327,1764831,I. Hofacker
a5328,119727589,D. Hoffmann
a5329,1685824,M. Middendorf
a5330,1734264,T. Rattei
a5331,143788547,P. Stadler
a5332,34729787,A. Töpfer
a5333,38129071,D. Smith
a5334,32319439,J. Egea
a5335,145253960,David Henriques
a5336,2500891,T. Cokelaer
a5337,2867208,A. F. Villaverde
a5338,1687682,J. Banga
a5339,1389786323,J. Sáez-Rodríguez
a5340,7705581,Alaina G. Levine
a5341,152862261,Caroline H. Johnson
a5342,2117173,J. Ivanisevic
a5343,143877861,H. P. Benton
a5344,2099119,G. Siuzdak
a5345,1720837,P. Arora
a5346,3602119,Hanhong Bae
a5347,1751920,Benjamin M. Good
a5348,1759053,A. Su
a5349,1395785994,Kieran O’Neill
a5350,3135425,N. Aghaeepour
a5351,2392403,Josef Spidlen
a5352,1779438,R. Brinkman
a5353,2900249,Stefan Naulaerts
a5354,1993159,P. Meysman
a5355,2262873,W. Bittremieux
a5356,3568726,T. Vu
a5357,2869122,W. V. Berghe
a5358,1722864,Bart Goethals
a5359,3081971,K. Laukens
a5360,145377984,R. B. Squires
a5361,46750251,J. Noronha
a5362,145410810,Victoria Hunt
a5363,1395652618,A. García-Sastre
a5364,5244795,N. Baumgarth
a5365,1851638,D. Suarez
a5366,39630596,Alvin Ramsey
a5367,4504173,Jon Deitrich
a5368,1397687078,Jurate Daugelaite
a5369,84025032,A. Driscoll
a5370,2586494,R. Sleator
a5371,1927352,E. Sadat
a5372,1606106088,Mengya Liu
a5373,1981823,Jonathan Dietrich
a5374,47818576,Liping Chen
a5375,92148538,Di Wu
a5376,1596203013,L. Ji
a5377,47150288,Xiaofang Wu
a5378,3325398,Deshun Xu
a5379,47060290,Z. Cao
a5380,144911494,Jiankang Han
a5381,2417470,Vivekanand Sharma
a5382,1742896,I. Sarkar
a5383,153471873,Min Song
a5384,2109561868,Suyeon Kim
a5385,2053280,D. Mount
a5386,3112939,Sami Laroum
a5387,31396822,B. Duval
a5388,40300558,D. Tessier
a5389,2070667,Jin-Kao Hao
a5390,1421222990,M. Dolled-Filhart
a5391,2115304060,Michael Lee
a5392,88575023,Chih-wen Ou-yang
a5393,50270321,Rajini R. Haraksingh
a5394,2121626134,J. Lin
a5395,5018076,O. Abel
a5396,31643174,J. Powell
a5397,2763357,P. Andersen
a5398,87486204,A. Al-Chalabi
a5399,1841114,Pramod Katara
a5400,5788150,Luwen Ning
a5401,2143909802,Geng Liu
a5402,150112625,Guibo Li
a5403,144833146,Yong Hou
a5404,2054670530,Yin Tong
a5405,2264959,Jiankui He
a5406,145743195,M. Randic
a5407,2475043,M. Novič
a5408,1792798,D. Plavsic
a5409,2075842,A. Karnovsky
a5410,3164501,T. Weymouth
a5411,2100923,Tim Hull
a5412,1940248,V. Tarcea
a5413,2722045,Giovanni Scardoni
a5414,2208986,C. Laudanna
a5415,1685301,M. Sartor
a5416,2117004,K. Stringer
a5417,2686496,C. Burant
a5418,1960873,B. Athey
a5419,1687359,C. Have
a5420,2057912384,L. Jensen
a5421,3035652,D. Caccia
a5422,145801288,M. Dugo
a5423,3302625,M. Callari
a5424,3792155,I. Bongarzone
a5425,2000896,F. Belleau
a5426,9171464,Marc-Alexandre Nolin
a5427,2557437,N. Tourigny
a5428,34843949,P. Rigault
a5429,145532617,J. Morissette
a5430,144306257,P. Woo
a5431,46844089,Yi Huang
a5432,145931871,S. Lau
a5433,145537748,K. Yuen
a5434,40941582,Kathryn M. Cooper
a5435,48728102,Benjamin Currall
a5436,1765918,H. Ali
a5437,145134173,M. Sugimoto
a5438,153400107,M. Kawakami
a5439,145742117,M. Robert
a5440,2795829,T. Soga
a5441,34958997,M. Tomita
a5442,1707123,S. Letovsky
a5443,1397958221,L. Ohno-Machado
a5444,1697259,A. Hassanien
a5445,1395641213,Eiman Tamah Al-Shammari
a5446,1707709,N. Ghali
a5447,32703858,Geraint Duck
a5448,2144507,G. Nenadic
a5449,50325336,A. Brass
a5450,1779626,D. Robertson
a5451,50027433,D. Ferrier
a5452,34243660,P. Holland
a5453,35405821,John B. O. Mitchell
a5454,46870998,H. Plaisier
a5455,3046058,M. Ritchie
a5456,1404337602,Steven D. Smart
a5457,143713826,Eibe Frank
a5458,118860642,M. Hall
a5459,33614647,L. Trigg
a5460,9419406,I. Witten
a5461,1714873,C. Steinbeck
a5462,48386456,Yongquan Han
a5463,40505236,S. Kuhn
a5464,2201329,Oliver Horlacher
a5465,46736643,Edgar Luttmann
a5466,47463096,Egon Willighagen
a5467,1960369,Konstantinos Krampis
a5468,145348729,Tim Booth
a5469,46500693,Bela Tiwari
a5470,1877083,Mesude Bicak
a5471,1922881,D. Field
a5472,1723197,K. Nelson
a5473,2435213,Frederic D. Sigoillot
a5474,2068566134,Susan Lyman
a5475,49654461,J. Huckins
a5476,48455159,Britt Adamson
a5477,48331717,Eunah Chung
a5478,6110249,B. Quattrochi
a5479,34335568,R. King
a5480,37453425,Ronald C. Taylor
a5481,2072644960,Lin Dai
a5482,2170683088,Yan Guo
a5483,1768945,Jingfa Xiao
a5484,48805463,Zhang Zhang
a5485,2106301002,Renato de Paula
a5486,143906110,M. Holanda
a5487,2053026590,Luciana S. A. Gomes
a5488,3083019,Sérgio Lifschitz
a5489,2057331457,M. E. Walter
a5490,39458739,F. Asselbergs
a5491,17855952,Scott M. Williams
a5492,2620454,S. Sadedin
a5493,34919293,B. Pope
a5494,2489165,A. Oshlack
a5495,1941987,S. Cammer
a5496,32172408,Timothy P. Driscoll
a5497,145180664,S. Mane
a5498,2067728320,Mark Scott
a5499,145801861,E. Snyder
a5500,2109498868,Chunxia Wang
a5501,35055760,K. Williams
a5502,2067173969,Tian Xue
a5503,1810247168,Hyun Seung Yoo
a5504,2157167097,Xinchun Zhou
a5505,2462224,Jinghe Mao
a5506,40660439,Junmei Ai
a5507,46850985,Youping Deng
a5508,35457966,M. Roth
a5509,3240475,C. Pound
a5510,5355870,J. Henegar
a5511,144466546,R. Welti
a5512,3006059,S. Bigler
a5513,5259616,A. Prlić
a5514,27733692,Andrew D. Yates
a5515,2248371,S. Bliven
a5516,40951806,P. W. Rose
a5517,34216949,Julius O. B. Jacobsen
a5518,39911301,Peter V. Troshin
a5519,2053969826,M. Chapman
a5520,3208622,Jianjiong Gao
a5521,40416637,Chuan Hock Koh
a5522,2098132822,Sylvain Foisy
a5523,143978665,Richard C. G. Holland
a5524,116008243,G. Rimsa
a5525,47026700,M. Heuer
a5526,1401793767,Hannes Brandstätter-Müller
a5527,8918605,S. Willis
a5528,2918170,C. Andreini
a5529,47679133,I. Bertini
a5530,2861507,P. Hogeweg
a5531,40106029,G. Fernald
a5532,1959846,E. Capriotti
a5533,3172933,R. Daneshjou
a5534,1813912,K. Karczewski
a5535,144446128,R. Altman
a5536,46275982,Jinong Li
a5537,2116701340,Zhen Zhang
a5538,34337383,J. Rosenzweig
a5539,25055333,Young Y. Wang
a5540,1854415,D. Chan
a5541,143660072,A. Leitner
a5542,4145825,T. Walzthoeni
a5543,47567554,A. Kahraman
a5544,34951223,F. Herzog
a5545,3014968,O. Rinner
a5546,145412126,M. Beck
a5547,8587614,R. Aebersold
a5548,2109403,Wael Awada
a5549,1754042,D. Dittman
a5550,1690347,Amri Napolitano
a5551,2971162,G. Štiglic
a5552,2592642,Simon Kocbek
a5553,1710947,Igor Pernek
a5554,1716474,P. Kokol
a5555,119607780,Y. H. Yang
a5556,1776472,B. Zhou
a5557,9392149,Albert Y. Zomaya
a5558,145892659,Borja Calvo
a5559,145585784,Roberto Santana
a5560,1687365,C. Bielza
a5561,2086344475,Josu Galdiano
a5562,144762651,J. A. Lozano
a5563,2708156,R. Armañanzas
a5564,1800760,G. Santafé
a5565,2110404467,Aritz Pérez Martínez
a5566,145689219,V. Robles
a5567,145201255,S. Dua
a5568,2171571,Pradeep Chowriappa
a5569,2034203,Khalid Raza
a5570,48198424,Duojiao Wu
a5571,144365839,C. Rice
a5572,2144795979,Xiangdong Wang
a5573,1762010,C. Ouzounis
a5574,1938525,Nathan L. Nehrt
a5575,34867525,Y. Bromberg
a5576,1760853,A. Bustamam
a5577,1794869,K. Burrage
a5578,1805361,N. Hamilton
a5579,2599560,I. Borozan
a5580,2108897378,Shane Wilson
a5581,2077740,P. Blanchette
a5582,50761181,Philippe Laflamme
a5583,8633321,Stuart N. Watt
a5584,3482960,P. Krzyzanowski
a5585,2194018,F. Sircoulomb
a5586,2774308,R. Rottapel
a5587,2611402,P. Branton
a5588,50595521,V. Ferretti
a5589,3328057,J. V. Hulse
a5590,46555127,C. Goble
a5591,144223076,Jiten Bhagat
a5592,2594108,Sergejs Aleksejevs
a5593,144745522,Don Cruickshank
a5594,1974756,D. Michaelides
a5595,35024038,David R. Newman
a5596,50616147,Mark Borkum
a5597,1709236,S. Bechhofer
a5598,144140870,M. Roos
a5599,1708123,D. D. Roure
a5600,3328649,D. Gevers
a5601,144538650,M. Pop
a5602,3118995,P. Schloss
a5603,2385871,K. Mochida
a5604,2540087,K. Shinozaki
a5605,1405449481,M. El-Kalioby
a5606,1723518,M. Abouelhoda
a5607,2064929074,Jan Krüger
a5608,1684868,R. Giegerich
a5609,2632965,A. Sczyrba
a5610,145968749,D. Wall
a5611,1815350,P. Tonellato
a5612,2356389,K. Megy
a5613,2114662901,David Campbell
a5614,2172784099,D. Hughes
a5615,2005710,Gautier Koscielny
a5616,144742721,C. Louis
a5617,7888691,S. Redmond
a5618,2079514491,Andrew Sheehan
a5619,144596952,Derek Wilson
a5620,1399515469,N. Rodríguez‐Ezpeleta
a5621,2185427,M. Hackenberg
a5622,2357226,A. Aransay
a5623,3770829,M. Drummond
a5624,6113538,J. McCarthy
a5625,49856578,M. Sinha
a5626,3707212,H. Spratt
a5627,6567558,E. Volpi
a5628,4518648,K. Esser
a5629,3645328,B. Rasmussen
a5630,2116918288,Ying Dai
a5631,3877041,A. Showalter
a5632,31841365,Brian D. Keppler
a5633,48648968,J. Lichtenberg
a5634,40578125,Dazhang Gu
a5635,46888415,A. Bateman
a5636,50486107,W. Pearson
a5637,1396904462,L. Stein
a5638,2549187,G. Stormo
a5639,143613691,J. Yates
a5640,1781522,R. Bellazzi
a5641,1737880,M. Masseroli
a5642,2296439,A. Shabo
a5643,2054062367,P. Romano
a5644,48874586,M. Nadeau
a5645,5004635,K. G. Rigbolt
a5646,4092705,J. Vanselow
a5647,6223017,B. Blagoev
a5648,145352433,S. Subramaniam
a5649,145736511,E. Fahy
a5650,2375870,Shakti S. Gupta
a5651,2010397,Manish Sud
a5652,2702272,R. Byrnes
a5653,12422948,Dawn Cotter
a5654,2931967,A. Dinasarapu
a5655,1885858,M. Maurya
a5656,1696937,U. Maulik
a5657,82752795,S. Bandyopadhyay
a5658,144241818,A. Mukhopadhyay
a5659,35254987,Dongsheng Che
a5660,2118892847,Qi Liu
a5661,1799121,K. Rasheed
a5662,8366427,Xiuping Tao
a5663,2115099,L. Parnell
a5664,50743252,P. Lindenbaum
a5665,47189518,K. Shameer
a5666,1403815280,G. Dall'Olio
a5667,2215279,D. Swan
a5668,1873957,S. Cockell
a5669,2927177,Brent S. Pedersen
a5670,36318465,Mary E. Mangan
a5671,144573820,Christopher A. Miller
a5672,49870950,I. Albert
a5673,10127406,L. Liotta
a5674,2479013,Grigoriy Blekherman
a5675,1722698,R. Laubenbacher
a5676,50483944,D. Cortes
a5677,96510111,P. Mendes
a5678,3301529,F. Torti
a5679,4112395,S. Akman
a5680,3758099,S. Torti
a5681,2110219674,Jinlian Wang
a5682,38346263,Manabu Torii
a5683,50793079,Hongfang Liu
a5684,1798246,G. Hart
a5685,34653423,Zhang-Zhi Hu
a5686,4528681,Letizia Da Sacco
a5687,36523853,A. Baldassarre
a5688,4544591,A. Masotti
a5689,2143734749,Xiang Chen
a5690,2108668656,Minghui Wang
a5691,48212763,Heping Zhang
a5692,1744109,S. Salzberg
a5693,143945011,S. Orchard
a5694,2994618,R. Loewe
a5695,1678796,P. Nelson
a5696,145289242,J. Hemphill
a5697,145206769,P. Andrews
a5698,50110454,M. Georgia
a5699,32813672,M. Cline
a5700,2681867,R. Karchin
a5701,1719816,R. Giugno
a5702,1699699,A. Pulvirenti
a5703,47513577,Jian Huang
a5704,48264900,Beibei Ru
a5705,50012109,P. Dai
a5706,1797395,Y. Lussier
a5707,1399013570,P. Tarczy-Hornoch
a5708,144217477,Qian Xu
a5709,152290618,Qiang Yang
a5710,2493201,B. Néron
a5711,2455819,H. Ménager
a5712,40180173,C. Maufrais
a5713,50786484,N. Joly
a5714,3281949,Julien Maupetit
a5715,3161976,Sébastien Letort
a5716,2170272,S. Carrère
a5717,2385495,P. Tufféry
a5718,2346968,C. Letondal
a5719,3125518,C. Afshari
a5720,48172834,H. Hamadeh
a5721,3074674,P. Bushel
a5722,4211324,A. Adibekian
a5723,5594460,Pierre Stallforth
a5724,122350444,M. Hecht
a5725,8482072,D. Werz
a5726,5883842,P. Gagneux
a5727,3744464,P. Seeberger
a5728,48676925,Sang-Kyu Jung
a5729,8595425,K. McDonald
a5730,1704422,K. Borgwardt
a5731,1403238153,G. Pavlovic-Lazetic
a5732,2098111,N. Mitić
a5733,2430937,Jovana J. Kovacevic
a5734,3844766,Z. Obradovic
a5735,28391907,Sasa N. Malkov
a5736,48110591,M. Beljanski
a5737,2823884,Klaus O. Kopec
a5738,2089553,V. Likic
a5739,1687181,M. McConville
a5740,2092229,T. Lithgow
a5741,1916001,A. Bacic
a5742,40019435,Naohisa Goto
a5743,145566229,P. Prins
a5744,2470560,M. Nakao
a5745,1770762,R. Bonnal
a5746,47327032,J. Aerts
a5747,3222277,Toshiaki Katayama
a5748,1735571,Andréa M. Matsunaga
a5749,1716080,Maurício O. Tsugawa
a5750,144371682,J. Fortes
a5751,145426479,W. Hsiao
a5752,1772445,F. Brinkman
a5753,2664621,T. Down
a5754,2081881639,David S. Huen
a5755,2069469406,Keith James
a5756,47169463,Andreas Dräger
a5757,34203259,A. Yates
a5758,40512327,Mark J. Schreiber
a5759,1867785,D. Horner
a5760,35001436,G. Pavesi
a5761,2477608,T. Castrignanò
a5762,7677260,P. D. Meo
a5763,3069061,S. Liuni
a5764,1971387,M. Sammeth
a5765,2636948,E. Picardi
a5766,1680212,G. Pesole
a5767,2598854,I. Rigoutsos
a5768,2566072,A. Floratos
a5769,46627576,P. Hornbeck
a5770,6723292,Indy S Chabra
a5771,2269300,J. Kornhauser
a5772,2050463785,E. Skrzypek
a5773,2119454508,Bin Zhang
a5774,8169197,S. Brunak
a5775,16491491,G. Grant
a5776,1701360,A. Baxevanis
a5777,40226276,Felipe A. Simão
a5778,3008998,R. Waterhouse
a5779,2471198,P. Ioannidis
a5780,3152696,E. Kriventseva
a5781,2182484,E. Zdobnov
a5782,2494090,M. Hekkelman
a5783,3067513,Tim A. H. te Beek
a5784,143994121,D. Thorne
a5785,50454391,G. Vriend
a5786,2952629,Anthony M. Bolger
a5787,34424702,M. Lohse
a5788,2676018,B. Usadel
a5789,1702356,D. Husmeier
a5790,1758760,R. Dybowski
a5791,145029236,S. Roberts
a5792,5872705,J. Ditty
a5793,5285239,C. Kvaal
a5794,4667606,B. Goodner
a5795,5898382,S. Freyermuth
a5796,49153187,Cheryl Bailey
a5797,2704854,R. Britton
a5798,40219334,S. Gordon
a5799,6587984,S. Heinhorst
a5800,47024147,Kelynne E. Reed
