reviewId,paperId,reviewText,reviewDecision,paperTitle
r381,p381,Review Comment,1,The Space Physics Environment Data Analysis System (SPEDAS)
r382,p382,Review Comment,0,Protein structure determination using metagenome sequence data
r383,p383,Review Comment,0,"Google Scholar, Scopus and the Web of Science: a longitudinal and cross-disciplinary comparison"
r384,p384,Review Comment,1,Voronoi diagrams—a survey of a fundamental geometric data structure
r385,p385,Review Comment,1,Open Government Data
r386,p386,Review Comment,1,Data integration enables global biodiversity synthesis
r387,p387,Review Comment,1,Impact of data sources on citation counts and rankings of LIS faculty: Web of science versus scopus and google scholar
r388,p388,Review Comment,1,Text as Data: The Promise and Pitfalls of Automatic Content Analysis Methods for Political Texts
r389,p389,Review Comment,1,"Statistics for experimenters : an introduction to design, data analysis, and model building"
r390,p390,Review Comment,1,Emerging problems of data quality in citizen science
r391,p391,Review Comment,1,Data science as an academic discipline
r392,p392,Review Comment,0,Big Data and cloud computing: innovation opportunities and challenges
r393,p393,Review Comment,0,What is Data Science ? Fundamental Concepts and a Heuristic Example
r394,p394,Review Comment,0,From DFT to machine learning: recent approaches to materials science–a review
r395,p395,Review Comment,0,Data Management and Analysis Methods
r396,p396,Review Comment,0,Can citizen science enhance public understanding of science?
r397,p397,Review Comment,1,Citizen science and the United Nations Sustainable Development Goals
r398,p398,Review Comment,1,Liberating field science samples and data
r399,p399,Review Comment,1,scmap: projection of single-cell RNA-seq data across data sets
r400,p400,Review Comment,1,scmap: projection of single-cell RNA-seq data across data sets
r401,p401,Review Comment,1,Qualitative Descriptive Methods in Health Science Research
r402,p402,Review Comment,1,Data science: An action plan for expanding the technical areas of the field of statistics
r403,p403,Review Comment,0,"Interpreting Qualitative Data: Methods for Analysing Talk, Text and Interaction"
r404,p404,Review Comment,1,The natural selection of bad science
r405,p405,Review Comment,1,Growth rates of modern science: A bibliometric analysis based on the number of publications and cited references
r406,p406,Review Comment,1,Outlier Detection for Temporal Data: A Survey
r407,p407,Review Comment,1,A Systematic Review on Imbalanced Data Challenges in Machine Learning
r408,p408,Review Comment,1,Operationalizing the CARE and FAIR Principles for Indigenous data futures
r409,p409,Review Comment,1,Data sharing practices and data availability upon request differ across scientific disciplines
r410,p410,Review Comment,1,Data Science and Classification
r411,p411,Review Comment,1,Big Data and Science: Myths and Reality
r412,p412,Review Comment,1,"Data Science, Classification and Related Methods"
r413,p413,Review Comment,1,Advances in data science and classification
r414,p414,Review Comment,1,Between Data Science and Applied Data Analysis
r415,p415,Review Comment,1,"If We Share Data, Will Anyone Use Them? Data Sharing and Reuse in the Long Tail of Science and Technology"
r416,p416,Review Comment,1,A survey of machine learning for big data processing
r417,p417,Review Comment,0,From Big Data to Precision Medicine
r418,p418,Review Comment,0,A Bibliometric Analysis and Visualization of Medical Big Data Research
r419,p419,Review Comment,1,Computational social science: Obstacles and opportunities
r420,p420,Review Comment,1,"The Zwicky Transient Facility: Data Processing, Products, and Archive"
r421,p421,Review Comment,1,Characterization of the LIGO detectors during their sixth science run
r422,p422,Review Comment,1,"Color Science, Concepts and Methods. Quantitative Data and Formulas"
r423,p423,Review Comment,1,Using Twitter for Demographic and Social Science Research: Tools for Data Collection and Processing
r424,p424,Review Comment,1,Data Preprocessing in Data Mining
r425,p425,Review Comment,1,Concrete mathematics - a foundation for computer science
r426,p426,Review Comment,1,Big healthcare data: preserving security and privacy
r427,p427,Review Comment,0,Jupyter: Thinking and Storytelling With Code and Data
r428,p428,Review Comment,1,Discovering Knowledge in Data: An Introduction to Data Mining
r429,p429,Review Comment,1,Big Data and Clinicians: A Review on the State of the Science
r430,p430,Review Comment,0,Data-driven materials research enabled by natural language processing and information extraction
r431,p431,Review Comment,1,The Fourth Paradigm: Data-Intensive Scientific Discovery
r432,p432,Review Comment,1,Mapping citizen science contributions to the UN sustainable development goals
r433,p433,Review Comment,1,What Is Citizen Science? – A Scientometric Meta-Analysis
r434,p434,Review Comment,1,The Art and Science of Analyzing Software Data
r435,p435,Review Comment,0,Educational Data Mining and Learning Analytics
r436,p436,Review Comment,1,Topology and data
r437,p437,Review Comment,1,A Criteria-based Assessment of the Coverage of Scopus and Web of Science
r438,p438,Review Comment,0,The Art and Science of Data-Driven Journalism
r439,p439,Review Comment,1,Genetic Algorithms in the Fields of Artificial Intelligence and Data Sciences
r440,p440,Review Comment,1,"Materials Cloud, a platform for open computational science"
r441,p441,Review Comment,1,Editorial - Marketing Science and Big Data
r442,p442,Review Comment,1,The Synthetic Data Vault
r443,p443,Review Comment,1,Citizen Science: A Developing Tool for Expanding Science Knowledge and Scientific Literacy
r444,p444,Review Comment,0,The View from Above: Applications of Satellite Data in Economics
r445,p445,Review Comment,1,The inevitable application of big data to health care.
r446,p446,Review Comment,1,Sharing Data and Materials in Psychological Science
r447,p447,Review Comment,1,ImmPort: disseminating data to the public for the future of immunology
r448,p448,Review Comment,1,"Color Science: Concepts and Methods, Quantitative Data and Formulas"
r449,p449,Review Comment,1,The TESS science processing operations center
r450,p450,Review Comment,1,Next Generation Science Standards
r451,p451,Review Comment,1,Comment on “Estimating the reproducibility of psychological science”
r452,p452,Review Comment,1,Online Citizen Science: A Systematic Review of Effects on Learning and Scientific Literacy
r453,p453,Review Comment,1,Linear Mixed Models for Longitudinal Data
r454,p454,Review Comment,1,Best Practices in Data Analysis and Sharing in Neuroimaging using MRI
r455,p455,Review Comment,1,The Electric and Magnetic Field Instrument Suite and Integrated Science (EMFISIS) on RBSP
r456,p456,Review Comment,1,Where are human subjects in Big Data research? The emerging ethics divide
r457,p457,Review Comment,1,Online analysis enhances use of NASA Earth science data
r458,p458,Review Comment,1,Citizen Science and Volunteered Geographic Information: Overview and Typology of Participation
r459,p459,Review Comment,0,Understanding the Science Experiences of Successful Women of Color: Science Identity as an Analytic Lens.
r460,p460,Review Comment,0,The Pan-STARRS1 Database and Data Products
r461,p461,Review Comment,1,The Ames Stereo Pipeline: NASA's Open Source Software for Deriving and Processing Terrain Data
r462,p462,Review Comment,1,The KDD process for extracting useful knowledge from volumes of data
r463,p463,Review Comment,1,JENDL-4.0: A New Library for Nuclear Science and Engineering
r464,p464,Review Comment,0,Linked Data - A Paradigm Shift for Geographic Information Science
r465,p465,Review Comment,1,The current state of citizen science as a tool for ecological research and public engagement
r466,p466,Review Comment,0,Handbook of theoretical computer science - Part A: Algorithms and complexity; Part B: Formal models and semantics
r467,p467,Review Comment,1,Taxonomic bias in biodiversity data and societal preferences
r468,p468,Review Comment,1,The Science DMZ: A network design pattern for data-intensive science
r469,p469,Review Comment,1,Functional Data Analysis
r470,p470,Review Comment,1,The lure of rationality: Why does the deficit model persist in science communication?
r471,p471,Review Comment,1,Citation indexes for science; a new dimension in documentation through association of ideas.
r472,p472,Review Comment,1,"Big data: Issues, challenges, tools and Good practices"
r473,p473,Review Comment,1,"""Big Data"" : big gaps of knowledge in the field of internet science"
r474,p474,Review Comment,1,The Analysis of Social Science Data with Missing Values
r475,p475,Review Comment,1,Fuzzy-Set Social Science
r476,p476,Review Comment,1,Ecoinformatics: supporting ecology as a data-intensive science.
r477,p477,Review Comment,0,Citizen Science as an Ecological Research Tool: Challenges and Benefits
r478,p478,Review Comment,1,"Frascati manual 2015 : guidelines for collecting and reporting data in research and experimental development: the measurement of scientific, technological and innovation activities."
r479,p479,Review Comment,0,Data sharing
r480,p480,Review Comment,1,The iPlant Collaborative: Cyberinfrastructure for Enabling Data to Discovery for the Life Sciences
r481,p481,Review Comment,1,The BIG Data Center: from deposition to integration to translation
r482,p482,Review Comment,1,The V–Dem Measurement Model: Latent Variable Analysis for Cross-National and Cross-Temporal Expert-Coded Data
r483,p483,Review Comment,0,The reusable holdout: Preserving validity in adaptive data analysis
r484,p484,Review Comment,0,Data streams: algorithms and applications
r485,p485,Review Comment,1,Data politics
r486,p486,Review Comment,1,Physical and Virtual Laboratories in Science and Engineering Education
r487,p487,Review Comment,1,Reducing the Dimensionality of Data with Neural
r488,p488,Review Comment,0,Openness in Political Science: Data Access and Research Transparency
r489,p489,Review Comment,0,Politicization of Science in the Public Sphere
r490,p490,Review Comment,1,Data-intensive science applied to broad-scale citizen science.
r491,p491,Review Comment,1,Lessons from lady beetles: accuracy of monitoring data from US and UK citizen-science programs
